ME ID	Canonical form
DCM00709	de natuur zal sterker zijn dan de leer
DCM00710	de nood zal aan de man gaan
DCM00711	de nood zal aan de man komen
DCM00712	de ondervinding zal de beste leermeester zijn
DCM00713	de ondervinding zal de beste leermeesteres zijn
DCM00714	iemand zal de opgaande zon aanbidden
DCM00715	iemand zal de oren laten hangen
DCM00716	iemand zal de oude mens afleggen
DCM00717	de oude zuurdesem
DCM00718	de ouderdom zal met gebreken komen
DCM00719	iemand zal de oudste brieven hebben
DCM00720	iemand|iets zal de overhand krijgen
DCM00721	iemand zal de p inhebben
DCM00722	iemand zal de paarden achter de wagen spannen
DCM00723	iemand zal de palm wegdragen
DCM00724	iemand zal de pé aan iets | iemand hebben
DCM00725	iemand zal de pee inhebben
DCM00726	iemand zal de pest aan iemand | iets gezien hebben
DCM00727	iemand zal de pest aan iemand | iets hebben
DCM00728	iemand zal de pest inhebben
DCM00729	iemand zal de pest kunnen krijgen
DCM00730	iemand zal de piek schuren
DCM00731	iemand zal de pijn niet waard zijn
DCM00732	iemand zal de pijp aan Maarten geven
DCM00733	iemand zal de pijp uit gaan
DCM00734	iemand zal de pik op iemand hebben
DCM00735	iemand zal de pil vergulden
DCM00736	iemand zal de pineut zijn
DCM00737	iemand zal de pisang zijn
DCM00738	iemand zal de plaat poetsen
DCM00739	iemand zal de plank mishebben
DCM00740	iemand zal de plank misslaan
DCM00741	iemand zal de plank miszijn
DCM00742	de poppen zullen aan het dansen zijn
DCM00743	de poppetjes van mijn ogen
DCM00744	de pot zal de ketel verwijten dat hij zwart is
DCM00745	de pot zal de ketel verwijten dat hij zwart ziet
DCM00746	iemand zal de pot op kunnen
DCM00747	iemand zal de pré hebben
DCM00748	de prijs die iemand betaalt
DCM00749	de prijs die iemand moet betalen
DCM00750	iemand zal de prikken levend houden
DCM00751	iemand zal de prins gesproken hebben
DCM00752	iemand zal de pruik op hebben
DCM00753	iemand zal de punten op de i zetten
DCM00754	iemand zal de punten op de i's zetten
DCM00755	de puntjes op de i
DCM00756	iemand zal de puntjes op de i zetten
DCM00757	iemand zal de puntjes op de i's zetten
DCM00758	iemand zal de rambam krijgen
DCM00759	iemand zal de rangen sluiten
DCM00760	de rapen zullen gaar zijn
DCM00761	iemand zal de riem dichthalen
DCM00762	iemand zal de riem toehalen
DCM00763	iemand zal de rode haan in iets steken
DCM00764	iemand zal de rokende vlaswiek uitblussen
DCM00765	iemand zal de rollen omkeren
DCM00766	iemand zal de room optrekken
DCM00767	iemand zal de sappel maken
DCM00768	iemand zal de schapen van de bokken scheiden
DCM00769	de schellen zullen iemand van de ogen vallen
DCM00770	iemand zal de schepen achter zich verbranden
DCM00771	de schillen zullen iemand van de ogen vallen
DCM00772	de schoorsteen zal van iets moeten roken
DCM00773	iemand zal de schoot laten vieren
DCM00774	iemand zal de schoot vieren
DCM00775	iemand zal de schuld van iets krijgen
DCM00776	iemand zal de schuld op iemand schuiven
DCM00777	iemand zal de schuld op zich nemen
DCM00778	iemand zal de schuld van iets op iemand schuiven
DCM00779	iemand zal de sigaar zijn
DCM00780	iemand zal de sjaak zijn
DCM00781	iemand zal de slag te pakken hebben
DCM00782	iemand zal De slag van iets beethebben
DCM00783	iemand zal De slag van iets hebben
DCM00784	iemand zal de smoor inhebben
DCM00785	iemand zal de snuf van iets hebben
DCM00786	iemand zal de snuf van iets in de neus hebben
DCM00787	iemand zal de snuf van iets in de neus krijgen
DCM00788	iemand zal de snuf van iets krijgen
DCM00789	de soep zal 0niet zo heet gegeten worden als ze wordt opgediend
DCM00790	iemand zal de sokken er in zetten
DCM00791	iemand zal de sokken zetten
DCM00792	iemand zal de spat er in zetten
DCM00793	iemand zal de spat zetten
DCM00794	de speelman zal nog op het dak zitten
DCM00795	iemand zal de spijker op de kop slaan
DCM00796	iemand zal de spijker op de kop tikken
DCM00797	iemand zal de spijker op het hoofd slaan
DCM00798	iemand zal de spijker op het hoofd tikken
DCM00799	iemand zal de spits afbijten
DCM00800	iemand zal de splinter in een anders oog wel zien maar niet de balk in zijn eigen
DCM00801	iemand zal de splinter in eens anders oog zien
DCM00802	iemand zal de splinter in iemand anders oog zien
DCM00803	iemand zal de spons over iets halen
DCM00804	iemand zal de spot met iets drijven
DCM00805	iets zal de spuigaten uit lopen
DCM00806	iemand zal de spuigaten uitlopen
DCM00807	iemand zal de staf  over iemand | iets breken
DCM00808	de stoep zal daar glad zijn
DCM00809	iemand zal de stonden hebben
DCM00810	de storm zal zijn gaan liggen
DCM00811	iemand zal de stoute schoenen aantrekken
DCM00812	iemand zal de straat opgaan
DCM00813	iemand zal de strijd met iemand aangaan
DCM00814	iemand zal de strijdbijl begraven
DCM00815	de tale Kanaäns
DCM00816	iemand zal de tanden  tonen
DCM00817	iemand zal de tanden laten zien
DCM00818	de teerling zal  geworpen zijn
DCM00819	iemand zal de tel kwijt zijn
DCM00820	iemand zal de tering krijgen
DCM00821	iemand zal de tering naar de nering zetten
DCM00822	iemand zal de teugel vieren
DCM00823	iemand zal de teugels laten vieren
DCM00824	de tien geboden
DCM00825	iemand zal de tijd doden
DCM00826	de tijd zal rozen baren
DCM00827	iemand zal de toets doorstaan
DCM00828	iemand zal de tol aan de natuur betalen
DCM00829	iemand zal de tolk van iets zijn
DCM00830	iemand zal de toon aangeven
DCM00831	iemand zal de toon geven
DCM00832	iemand zal de toon opgeven
DCM00833	iemand zal de touwtjes in handen hebben
DCM00834	iemand zal de tramontane kwijt zijn
DCM00835	iemand zal de trom roeren
DCM00836	iemand zal de vermoorde onschuld spelen
DCM00837	iemand zal de verzenen tegen de prikkel slaan
DCM00838	iemand zal de vierschaar spannen
DCM00839	iemand zal de vinger op de mond leggen
DCM00840	iemand zal de vinger op de plek leggen
DCM00841	iemand zal de vinger op de wond leggen
DCM00842	iemand zal de vinger op een plek leggen
DCM00843	iemand zal de vinger op een wond leggen
DCM00844	iemand zal de vingers branden
DCM00845	de vingers zullen iemand jeuken
DCM00846	de vlag zal de lading dekken
DCM00847	iemand zal de vlag strijken
DCM00848	iemand zal de vlag voeren
DCM00849	de vlam zal in de pan slaan
DCM00850	dd:[die] vlieger zal 0niet op gaan
DCM00851	iemand zal de voet in de beugel hebben
DCM00852	iemand zal de voet in de beugel krijgen
DCM00853	iemand zal de voet in de stijgbeugel hebben
DCM00854	iemand zal de voet in de stijgbeugel krijgen
DCM00855	iemand zal de voorkeur aan iets |  iemand geven
DCM00856	iemand zal de vuurproef doorstaan
DCM00857	de wal zal het schip keren
DCM00858	iemand zal de was doen
DCM00859	de waterlanders zullen voor de dag komen
DCM00860	iemand zal de weg kwijt zijn
DCM00861	de weg van alle vlees
DCM00862	iemand zal de wind eronder hebben
DCM00863	iemand zal de wind mee hebben
DCM00864	iemand zal de wind van voren krijgen
DCM00865	de wind zal een andere hoek waaien
DCM00866	de wind zal  een verkeerde hoek waaien
DCM00867	de winnende hand zal mild zijn
DCM00868	iemand zal de yoghurtfles leegschudden
DCM00869	iemand zal de zak krijgen
DCM00870	iemand zal de zappel maken
DCM00871	iemand zal zich branden
DCM00872	de zuinigheid zal de wijsheid bedriegen
DCM00873	iets|iemand zal *deel van iets uitmaken
DCM00874	iemand zal de kraaienmars blazen
DCM00875	dertien in een dozijn
DCM00876	dertien op een dozijn
DCM00877	iemand zal dezelfde lijn trekken
DCM00878	die aan de weg timmert zal veel berechts hebben
DCM00879	die de naam heeft van vroeg op te staan zal nooit te laat komen
DCM00880	die een kuil graaft voor een ander zal er zelf in vallen
DCM00881	die eens steelt zal altijd een dief zijn
DCM00882	die eerst komt die zal eerst malen
DCM00883	die eerst komt die zal eerst manen
DCM00884	die eerst komt zal eerst malen
DCM00885	die eerst komt zal eerst manen
DCM00886	die geboren is om te hangen  zal niet verdrinken
DCM00887	die geloven zullen niet haasten
DCM00888	die het dichtst bij het vuur zit zal zich het best warmen
DCM00889	die het eerst komt ,  die zal  het eerst malen
DCM00890	die het eerst komt zal het eerst malen
DCM00891	die het kleine niet eert zal het grote niet weerd zijn
DCM00892	die het onderste uit de kan wil hebben zal het deksel op de neus krijgen
DCM00893	die het onderste uit de kan wil hebben zal het lid op de neus krijgen
DCM00894	die in het veen zit zal op 0geen turfje zien
DCM00895	die kaatst zal de bal moeten verwachten
DCM00896	die me lief heeft zal  me volgen
DCM00897	die mooi wil wezen zal pijn moeten lijden
DCM00898	die niet horen wil zal moeten voelen
DCM00899	die niet waagt die zal niet winnen
DCM00900	die niet werkt zal ook niet zullen eten
DCM00901	die waagt die zal winnen
DCM00902	die wat spaart die zal wat hebben
DCM00903	die wind zaait zal storm zullen oogsten
DCM00904	die zich aan een ander spiegelt  zal  zich zacht spiegelen
DCM00905	die zich zelf verhoogt zal vernederd zullen worden
DCM00906	die zijn lichaam bewaart zal  0geen rotte appel bewaren
DCM00907	die zijn lijf bewaart zal 0geen rotte appel bewaren
DCM00908	die zwijgt zal toestemmen
DCM00909	iemand zal diep gezonken zijn
DCM00910	het zal dik aan zijn
DCM00911	het zal dik aan zijn tussen iemand
DCM00912	iemand zal dik bevriend zijn
DCM00913	iemand zal dik in de slappe was zitten
DCM00914	iemand zal dik met iemand zijn
DCM00915	dikke vrienden
DCM00916	iemand zal dikwijls het meest lijden door het lijden dat hij vreest
DCM00917	iemand zal dikwijls het meest lijden van het lijden dat hij vreest
DCM00919	ditje en datje
DCM00920	doe wel en zie niet om
DCM00921	0een doekje voor het bloeden
DCM00922	iemand zal doen alsof < hij ziek is>
DCM00923	iemand zal doen alsof zijn neus bloedt
DCM00926	iemand zal dokken
DCM00927	dolle mina
DCM00928	dominee brand je befje niet
DCM00929	dominee brand je bekje niet
DCM00930	domme joris
DCM00931	don juan
DCM00932	don quichot
DCM00933	iemand zal donder op iets kunnen zeggen
DCM00934	iemand zal donderjagen
DCM00941	dooie piet
DCM00942	door de bank
DCM00943	iemand zal door de bocht gaan
DCM00944	iemand zal door de bomen het bos 0niet zien
DCM00945	iemand zal door de grond gaan
DCM00946	iemand zal door de mand druipen
DCM00947	iemand zal door de mand vallen
DCM00948	iemand zal door de mand zakken
DCM00949	iemand zal door de mazen kruipen
DCM00950	iemand zal door de spitsroeden lopen
DCM00951	iemand zal iets door de vingers zien
DCM00952	iemand zal door de wind gaan
DCM00953	door de wol geverfd
DCM00954	iemand zal door de wol geverfd zijn
DCM00955	door dik en dun
DCM00956	iemand zal door een diep dal gaan
DCM00957	iemand zal door elkaar lopen
DCM00958	iemand zal door het behang gaan
DCM00959	iemand zal door het dolle heen raken
DCM00960	iemand zal door het dolle heen zijn
DCM00961	iemand zal door het lint gaan
DCM00962	door het oog van een naald
DCM00963	iemand zal door het stof gaan
DCM00964	iets zal door iemands hoofd malen
DCM00965	iets zal door iemands hoofd spoken
DCM00966	door merg en been
DCM00967	iemand zal door roeien en ruiten gaan
DCM00968	iemand zal door schade en schande wijs worden
DCM00969	iemand zal door vragen wijs worden
DCM00970	doorgestoken kaart
DCM00971	doorn in het oog
DCM00972	doorn in het vlees
DCM00973	doos van Pandora
DCM00974	iemand zal doppen
DCM00975	iemand zal dorst hebben
DCM00977	driemaal zal scheepsrecht zijn
DCM00978	iemand zal drinken als een tempelier
DCM00979	droge klaas
DCM00980	dromen zullen bedrog zijn
DCM00982	drukte als een oordeel
DCM00983	iemand zal *drukte maken
DCM00984	dubbeltje op zijn kant
DCM00985	duifje zonder gal
DCM00987	iemand zal duit in het zakje doen
DCM00990	dure schepen zullen aan land blijven
DCM00991	iemand zal echec lijden
DCM00992	iets zal echt iemands ding zijn
DCM00993	echte beëlzebub
DCM00994	echte jonas
DCM00995	iemand zal *eelt op de ziel hebben
DCM00996	iemand zal een < goede> indruk maken
DCM00997	iemand zal een <ander> licht op iemand werpen
DCM00998	iemand zal een <ander> lijntje uitwerpen
DCM00999	iemand zal een <goede> indruk op iemand maken
DCM01000	iemand zal een aal bij de staart hebben
DCM01001	iemand zal een achterdeur openhouden
DCM01002	iemand zal een achterdeurtje openhouden
DCM01003	iemand zal een adder aan zijn borst koesteren
DCM01004	0er  zal een adder in het gras zitten
DCM01005	0er  zal een addertje onder het gras zitten
DCM01006	iemand zal een andere toon aanslaan
DCM01007	iemand zal een appelflauwte hebben
DCM01008	iemand zal een appelflauwte krijgen
DCM01009	iemand zal een appeltje met iemand schillen
DCM01010	iemand zal een appeltje met iemand te schillen hebben
DCM01011	een arbeider zal zijn loon waard zijn
DCM01012	iemand zal een balk in zijn wapen voeren
DCM01013	iemand zal een balletje van iets opgooien
DCM01014	iemand zal een beest maken
DCM01015	iemand zal een behouden spekkoper zijn
DCM01016	een benauwde kat zal rare sprongen maken
DCM01017	iemand zal een bezem in de mast voeren
DCM01018	iemand zal een bittere pil moeten slikken
DCM01019	iemand zal een blauwe scheen krijgen
DCM01020	iemand zal een blauwe scheen lopen
DCM01021	iemand zal een blauwtje lopen
DCM01022	iemand zal een blik com:[met iemand] wisselen
DCM01023	iemand zal blikken com:[met iemand] wisselen
DCM01024	iemand zal een blok aan het been hebben
DCM01025	iemand zal een blok aan iemands been worden
DCM01026	iemand zal een blok aan iemands been zijn
DCM01027	iemand zal een blokje omlopen
DCM01028	iemand zal een boekje van iemand opendoen
DCM01029	eén bonte kraai zal nog 0geen winter maken
DCM01030	een boom zal niet met de eerste slag vallen
DCM01031	iemand zal een boom opzetten
DCM01032	iemand zal een boon zijn als 't niet waar is
DCM01033	iemand zal een boontje zijn als 't niet waar is
DCM01034	iemand zal een bord voor het hoofd hebben
DCM01035	iemand zal een bord voor zijn kop hebben
DCM01036	iemand zal een borst opzetten
DCM01037	iemand zal een borst zetten
DCM01038	iemand zal een boterbriefje halen
DCM01039	iemand zal een brede rug hebben
DCM01040	iemand zal een broer aan iets dood hebben
DCM01041	iemand zal een broer aan iets verloren hebben
DCM01042	iemand zal een broertje aan iets dood hebben
DCM01043	iemand zal een broertje aan iets verloren hebben
DCM01044	een broertje en een zusje
DCM01045	een broertje of een zusje
DCM01046	iemand zal een brok in zijn keel hebben
DCM01047	iemand zal een brom inhebben
DCM01048	een brutaal mens zal het derde deel van de halve wereld hebben
DCM01049	een brutaal mens zal het derde deel van de wereld hebben
DCM01050	iemand zal een dikke huid hebben
DCM01051	iemand zal een donkerbruin vermoeden hebben
DCM01052	iemand zal een draai  aan iets geven
DCM01053	iemand zal een draai maken
DCM01054	iemand zal een droge lever hebben
DCM01055	een dronk zal  een zeet waard zijn
DCM01056	een dronk zal een zit waard zijn
DCM01057	iemand zal een dronkemansgebedje doen
DCM01058	een dubbeltje zal vreemd kunnen rollen
DCM01059	iemand zal een duit in het zakje doen
DCM01060	iemand zal een *+dutje doen
DCM01061	iemand zal een en al aandacht zijn
DCM01062	iemand zal een en al oor zijn
DCM01063	iemand zal een engelse brief schrijven
DCM01064	een ezel zal zich niet tweemaal aan dezelfde steen stoten
DCM01065	iemand zal een feestnummer zijn
DCM01066	iemand zal een figuur maken
DCM01067	iemand zal een <raar> figuur slaan
DCM01068	iemand zal een fijne neus hebben
DCM01069	iemand zal 0een *+flater begaan
DCM01070	iemand zal 0een *+flater slaan
DCM01071	een fluitje van een cent
DCM01072	iemand zal 0een *+fout maken
DCM01073	iemand zal een gat in de dag slapen
DCM01074	iemand zal een gat in de lucht slaan
DCM01075	iemand zal een gat in de morgen slapen
DCM01076	iemand zal een gat in zijn hand hebben
DCM01077	iemand zal een gat stoppen
DCM01078	iemand zal een gegeven paard 0niet in de bek kijken
DCM01079	iemand zal een gegeven paard 0niet in de bek moeten kijken
DCM01080	iemand zal een gegeven paard 0niet in de bek moeten zien
DCM01081	iemand zal een geheugen hebben als een garnaal
DCM01082	een gek zal meer kunnen vragen dan tien wijzen kunnen beantwoorden
DCM01083	eén getuige zal 0geen getuige zijn
DCM01084	iemand zal een gladde tong hebben
DCM01085	een goed begin zal het halve werk zijn
DCM01086	een goed geloof en een kurken ziel dan kun je drijven
DCM01087	iemand zal een goed hart hebben
DCM01088	een goed verstaander zal maar een half woord nodig hebben
DCM01089	een goed woord zal altijd een goede plaats vinden
DCM01090	iemand zal een goed woordje voor iemand doen
DCM01091	iemand zal een goede band hebben
DCM01092	een goede gevel zal het gehele huis versieren
DCM01093	een goede gevel zal het huis versieren
DCM01094	een goede naam zal beter dan olie zijn
DCM01095	iemand zal een goede pers hebben
DCM01096	iemand zal een goede smaak hebben
DCM01097	iemand zal een goeie babbel hebben
DCM01098	iemand zal een gooi naar iets doen
DCM01099	iemand zal een griekse brief schrijven
DCM01100	iemand zal een grote bek hebben
DCM01101	iemand zal een grote boodschap doen
DCM01102	iemand zal een grote keel opzetten
DCM01103	iemand zal een grote mond hebben
DCM01104	iemand zal een grote mond opendoen
DCM01105	iemand zal een grote mond opzetten
DCM01106	een haar van de hond
DCM01107	iemand zal een hand voor zijn mond slaan
DCM01108	iemand zal een handje van iets hebben
DCM01109	iets|iemand zal een heet ijzer zijn om aan te vatten
DCM01110	iemand zal een *hekel aan iemand|iets hebben
DCM01111	iemand zal een hele spekkoper zijn
DCM01112	iemand zal een hete lever hebben
DCM01113	iemand zal een hoge borst opzetten
DCM01114	iemand zal een hoge borst zetten
DCM01115	iemand zal een <hoge> toon aanslaan
DCM01116	iemand zal een hoofd als een boei hebben
DCM01117	iemand zal een illusie armer <zijn>
DCM01118	iemand zal een illusie rijker <zijn>
